用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）
元七七同学,"
                    #疫情结束后老师留下的后遗症##元七七同学超话#有人说：老师是蜡烛燃烧了自己照亮了他人，而如今疫情下的老师，是一粒头疼药，治好了父母的头疼病，再也不用为担心假期辅导孩子作业头疼了老师直播授课虽好，可不要有后遗症哟，否则再站回到三尺讲台上就是另一种风景了呢 ​                ",37,57,161,"
                        03月01日 12:00
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/6526510239/IwzGdnsGI?refer_flag=1001030103_,,,,,
blingbling_Sue,"
                    手术做的全省一流的医生还是走了，留下了一堆只找他看病，找他做手术的病人，留下了一个破碎的家庭，真是叹息，真心希望二医院那些还在上呼吸机的医护人员都慢慢都好起来，他们也是儿子，也是女儿，也是父母，家里的亲人是多么的担心与内心的挣扎…… ​                ",  , ,1,"
                        03月01日 11:59
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/1859936670/IwzGanMuW?refer_flag=1001030103_,,,,,
可以叫小霏霏么,"
                    #辽宁新增1例新冠肺炎#我特么心态崩了  虽然回连 但是父母还在丹东啊 心里担心的啊 ​                ",  ,9,4,"
                        03月01日 11:54
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/2278470474/IwzE0i1qA?refer_flag=1001030103_,,,,,
Zhanghanlllll,"
                    怪不得父母会担心“荷兰性交易合法，娱乐性大麻合法会是一件恐怖的事情”。因为他们生活的国度是不同的，一个在3.1净网，在疫情期间是“堵”一个是健全立法，“疏”掉始终都会有的，不好的东西我暂且幻想，阿姆和鹿特丹的居民，不会放学后，下班后，有事无事去大麻店/红灯区叭 ​                ",  ,5,7,"
                        03月01日 11:27
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/2680436621/IwzsR5dUh?refer_flag=1001030103_,,,,,
天空飘来几朵云99,"
                    是不是每个父母都担心自己老了以后没有儿女养我突然觉得当父母真的是这个世界上最伟大的决定辛辛苦苦一辈子为了儿女的发展，省吃俭用，没有去过大城市，没有去吃过大餐，没有享受好日子作为子女，只能尽自己最大的努力去赡养他们。我不觉得养儿才能防老，养女儿照样也是可以，关键在于个人有没有孝心，不管怎么样，父母永远都是世界上最亲的人。我希望自己永远记住这句话。永远。 收起全文d
                ",  , ,1,"
                        03月01日 11:12
                        ",OPPO超视野全面屏R15,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/5253363989/IwzmQdAaB?refer_flag=1001030103_,,,,,
T_T请叫我魏文静T_T,"
                    好好生活，好好爱自己的原因就是为了不让父母操心，很多事情不与外人道的时候就长大了，心里能藏事情的时候就成长了，干嘛要为了其他人让父母操心让朋友担心， ​                ",  , ,1,"
                        03月01日 10:39
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/1803735385/Iwz9mfEs8?refer_flag=1001030103_,,,,,
phyllis0171,"
                    才知道我们这十八线小城居然光27号就从韩国回来一百三十多人，因为全省很久没有新病例身边已经很多人开始不戴口罩了，父母在家憋了一个月现在天天出去放风也劝不了，真的很担心，这次被棒子坑死了 ​                ",  , ,1,"
                        03月01日 10:33
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/6602674096/Iwz6ZnXah?refer_flag=1001030103_,,,,,
-劉慧儿-,"
                    说实话，有时候还挺担心楼上的小孩，每天都被父母吼被父母吵，在这样的环境下成长性格怕是都要扭曲。父母也任由着孩子，每天各种折腾，楼下的我们忍了这么久了，有时候真的是忍无可忍，可还是得忍着，毕竟现在也没有任何办法。快递不通，买的震楼神器也不发货，每天忍受着噪音的折磨，要疯了。快递到了真的就别怪我不客气了 收起全文d
                ",  ,15, ,"
                        03月01日 10:29
                        ",荣耀7X 全面屏手机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/2429250995/Iwz5kygSg?refer_flag=1001030103_,,,,,
我叫北京方便面啊,"
                    看来微博可以做为我的一个留言板了想起八年前我哥刚走的时候，每天都有太多的悲伤，每次上班途中，工作中就开始流眼泪，难过痛苦充实着我长达几年的时间。当时我想永远记录这种感觉，觉得这样做他会永远在我身边一样，并且怕时间会把我的记忆冲淡，想记录下来，又担心父母看到会更难受，于是在我的空间里写了几个月，每每看到都还是能感受到当时深刻的沉重。但是后来某一个原因我把那些都删掉了，过了这么久，我竟然已经不太清楚了，记忆变的模糊了，这可能就是人在这个世上最悲伤的事情了吧被人慢慢忘记，一定更痛苦吧 收起全文d
                ",  , ,1,"
                        03月01日 09:39
                        ",前后2000万 OPPO R11s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/1890148902/IwyLaD2dK?refer_flag=1001030103_,,,,,
Cooobain,"
                    有些男的真的很好笑，整天ni***挂嘴边是因为你幼年父母双亡没人教你教养怎么写吗自己的日子都过不清楚倒担心起血统污染，污染nmb，自己祖上就不知道是哪几个民族杂交出来的还血统血统，我觉得有一点逝者安息 ​                ",  , , ,"
                        03月01日 09:37
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/6801384650/IwyKhkHs3?refer_flag=1001030103_,,,,,
育儿妈咪123,"
                    【家长应该如何引导孩子说说学校的事】如今，有越来越多的孩子回家什么都不和家长说。父母担心、焦虑、想知道，难免会追问孩子，一味追问带来的结果往往是孩子更加的沉默。孩子不交流，家长要耐心寻找深层原因，对症下药。 ​                ",  , , ,"
                        03月01日 09:30
                        ",皮皮时光机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=8,https://weibo.com/3176424307/IwyHo09VH?refer_flag=1001030103_,,,,,
合肥警方,"
                    #安徽公安抗击疫情##疫情当前警察不退# 【#滞留湖北夫妻担心儿子求助民警# 】合肥的李先生和妻子回湖北襄阳看望父母，因受疫情影响无法返回，已在宾馆住了1个多月。他们担心独自在合肥、正上初三的儿子，担心他无法照顾好自己，担心他的学业，且儿子把家里监控拔掉了，李先生只好求助民警。@瑶海公安 广场派出所民警和社区人员将孩子的一日三餐托给邻居，民警只要闲下来，就会上门督促其学习。O夫妻俩回湖北省亲因疫情无法返回 担心儿子一人在合肥向民警求助 收起全文d
                ",  ,3,10,"
                        03月01日 09:27
                        ",HUAWEI Mate 9,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2513443800/IwyGgwZBd?refer_flag=1001030103_,,,,,
巴啦啦小啊小魔仙,"
                    #外国人永久居留管理条例#坚决反对！！我读个大学省吃俭用全靠外出兼职父母支持，读到硕士博士还是担心找不到工作！！凭什么引入大批非洲人用纳税人的钱供着他们！作为独生子女多希望有个兄弟姐妹！结果计划生育搞了这么久是为了给养人腾位置吗！！这么闲能不能解决一下国内就业问题！养老问题！民族问题！ 收起全文d
                ",11,31,289,"
                        03月01日 08:43
                        ",Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/3592024401/IwyolvWge?refer_flag=1001030103_,,,,,
宿世道缘,"道家男怕将军箭，女怕闫罗关，将军箭的危害以及化解方法！

将军箭是盲派#命理学# 中运用的比较多的一个神煞，其危害性比较大，尤其是对一些夭折的八字有一定研究意义。将军箭在传统命理学中流传已久，很多孩子出生后，父母去算命，如果被算命先生说有将军箭的，都会比较担心，都会想要了解一下将军箭到底什么意思，那么，八字有将军箭，或者说命带将军箭会怎么样呢？本文将详细的讲解将军箭，包括将军箭的查法以及化解方法等，以方便网友们有所了解。

命书说：男怕将军箭，女怕闫罗关 。所以将军箭，只论男命，不论女命。将军箭是男命最忌的第一要煞，令命主身心残疾。轻者不伤大雅，无外乎弄个伤疤之类；重者，脸破大相，缺手少脚，瞎眼少耳，一生残疾，或者精神疾病等，与日俱增者，夭折短命，遇凶而亡。应凶灾于三六九，如果破解不当，绝难活过五十九岁，破大相和一生残疾的除外。

将军箭口诀：
酉戌辰时春不旺，
未卯子时夏中亡；
寅午丑时秋并忌，
冬季亥申巳为殃。
一箭伤人三岁死，
二箭须教六岁亡；
三箭九岁儿难活，
四箭十二岁身亡
查将军箭的方法：以月对照时辰而查

1，春季逢酉戌辰时为一箭， 1、2、3月酉、戌、辰时为将军箭；
2，夏季逢未卯子时为二箭， 4、5、6月未、卯、子时为将军箭；
3，秋季逢寅午丑时为三箭，7、8、9月寅、午、丑时为将军箭；
4，冬季逢亥申巳时为四箭，10、11、12月亥、申、巳时为将军箭。

真箭与假箭

如果八字带箭又有相冲，则弓箭全而应大凶，也就是真箭。如果八字带箭无冲则凶小，也就是假箭。
将军箭分三箭（正箭）
一箭三岁死，二箭六岁亡，三箭九岁夭，此是三箭真。
不是有缘者，不得传于人。读者视有缘，得此三箭真。
一箭：一、四、七、十月，酉、未、寅、亥是也。
二箭：二、五、八、十一月，戌、卯、午、申是也。
三箭：三、六、九、十二月，辰、子、丑、巳是也。
口诀：
有箭有弓为真箭，
有箭无弓不伤人，
时箭日冲为真箭
有箭无冲乃假箭。
那么将军箭如何伤人呢？
⑴时箭弓在日支，箭伤自己。
⑵弓在日支，为喜用神或忌神，伤自己。为闲神，伤闲神所代表的六亲。
⑶弓在月支，为用神，伤自己。余者伤兄弟或六亲。
⑷弓在年支，为用神，伤自己。余者伤自己或父母。
⑸局中无弓，弓在大运，为用神、忌神，伤自己。余者伤六亲。
⑹有箭无弓不伤人，箭落空亡亦不伤人。
在春季内，辰箭为童箭，一般上出现在童限内，而酉戌连箭，无论是大运顺逆排，都会出现在四五十岁。这是一般法门，也就是春防四五的来历！
在夏季内，未为童箭，男命一般要防，因为男为顺运，无论是哪个运出生，20岁以内为应箭期。而夏箭的复杂点在于无法准确知道何运有凶，卯子无论怎么走，都有40年的间断！
在秋季出生的男孩，无论是顺逆走。都会在20岁以内碰到将军箭，顺走且防40内在灾祸！
在冬季出生的男孩，亥在童限内，巳申为两个方向，逆行灾重！未得真谛之师，一见有将军箭就吓唬顾客。记住，有箭有弓才伤人，有箭无弓不伤人。

命带将军箭对人的影响以及表现

命格带将军箭的小朋友刚出生时，王爷宫和将军庙﹙如：将军庙、关帝爷、王爷公、玄天上帝、哪咤太子.....等有兵器的武神﹚是他们的禁忌，为人父母带有将军箭的孩子到王爷宫和将军庙里，其魂魄自然就会不安，时常会莫名的哭闹，小孩会吐奶甚至脸色发青，夜晚无法安宁入睡，这就是被将军箭射伤的症状。
一般来说，刚出生的孩子，有的父母亲对命理较相信的，都会请精通命理的算命师傅算其八字，取个好名字，并且会将小孩一生的关煞一一算出，即民俗统称之为“小儿关煞”。其中最广为熟知，也最让父母亲担心的就是「将军箭」。
其实，命带将军箭的小孩子也代表着他有将军的命格，道教民俗的说法是，这样的小孩子虽然多才多艺，同侪显出领导性格，但却也有将军一般的倔脾气，并且幼年时容易多病、难养育。不过据说只要年过十六岁，其症状就会减轻，这是因为身上所带之箭刃，随年纪增长而逐渐被磨钝。
化解方法
1、石碑法：请法师打一座外形似箭的石碑，刻上“箭来碑挡，弓开弦断”两句话，选一个路口，挖一个坑，放上这个人的生辰八字，再把石碑压上去。
2. 替身法：做一个草人当替身，将孩子生辰八字写在草人上，再用竹箭射过草人后，用纸钱一起焚化。且要在子时把草人拿到十字路口烧，烧时也要烧点纸钱。
3. 盾牌挡箭法：去银楼买银制的克将军箭用的盾牌，回家用红细绳穿过戴在身上，直至红线自然断落【记住！断落之后千万不能用手捡，要叮嘱所有家人，要用扫把扫到畚箕，倒到水沟里去（水沟里要是活水，也就是流动的水）】则将军箭可解也。
4. 符咒法：经道教科仪的方式，由法师请神借剑，斩断孩子身上所带将军箭。
其实犯将军箭小孩，对灵界反应较为敏感，幼时除了少去将军庙以外，也尽量不要让小孩子受到过度的惊吓，若真有惊吓到的现象，必须赶快带去给法师或者收惊婆收惊，不要拖延，不然对小孩子的影响就会比较大。 2枣庄 收起全文d",  , ,3,"
                        03月01日 08:34
                        ",道家超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/5707591515/IwykUa4xm?refer_flag=1001030103_,,,,,
lonyAA,"
                    我家的事，天会注视明察，那些存心诱我亲人犯错、走错路的，会赔上他（她）家族的一切，包括性命。 天！天！天！ 反计生时时都把我独生子女迫在高危线上，独生父母越是担心独生子女的生命安全，他们就越是迫独生子女做危险的事，今是节假日、周六、日，公路多车、多有危急事发生， 我祈求天能洞察我子今、明日我子是否被反计生逼迫开高危车送超生、多生子女送他们外出游玩或回老家（目的让我儿疲于奔命出危险、荒废学业、事业、毁健康生命），我祈求天能施法让搭我子车的超生户的亲人日后遭遇灾难！  所有拆分、残害我独生家庭的毒招都是我单位的刘夫妻为首的反计生策划部和迫出国读书的黑国收买的人发出！只有 精准重力打击我单位东莞我住区的反计生主要人物和迫出国读书黑国、追打曾到我面前暗示胁迫并发信号的人，他们迫害毒害我独生家庭的活动才会收敛！ 我祈求天能施法重力打击迫我儿搭载的超生、多生亲族。 收起全文d
                ",  , , ,"
                        03月01日 07:59
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/1239593654/Iwy6AuliQ?refer_flag=1001030103_,,,,,
说给可爱的你,"
                    【投稿】是花掉家里积蓄出国留学还是考研二战还不一定考得上呢？洞主今年大四，因为保研失败那个时候心态炸掉就没有准备考研。和父母说直接二战吧，他们觉得二战太浪费时间，选择让我出国。但是最近由于疫情，父母又开始担心国外一旦出现类似情况，我将会孤立无援，所以又同意我二战了。我已经收到了英国曼彻斯特大学的offer，但是最近我爸就一直和我说，我出国一年的费用基本要花掉家中一半的积蓄，我读完研究生就得回来，多呆一年都要再卖一套房子啥的。可是在我准备留学找中介期间没说过这种话，并且我个人最开始很想二战，他们不同意我才决定出国的。可现在他们突然变卦，说把选择权放在我手里，我又不是一个很坚定的人，不知道该怎么做决定。出国会花光家里的积蓄，我也很愧疚，但二战又害怕二战也会失败，各位美少女有啥好的建议吗 收起全文d
                ",  ,33,158,"
                        03月01日 07:41
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/6007173471/IwxZpsswD?refer_flag=1001030103_,,,,,
秋葵不好吃吗,"
                    只是希望平安而已 可以做到的吧让父母担心比我想象中更难受 ​                ",  , ,2,"
                        03月01日 07:19
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2079903471/IwxQh37L8?refer_flag=1001030103_,,,,,
老鹰or英,"
                    怀孕第41周：我家娃太能住了，到现在还没动静，我和ta爸已经很焦虑了，担心宝宝长太大，担心ta在里面缺氧，做父母真是从还没生下来就开始操心，唉😔医生在40周有交代，最多再一个星期就必须要去住院了，这一周过得很慢，都在焦虑和担心中过着，明天就可以去住院了祝我们顺利吧 ​                ",  , , ,"
                        03月01日 07:16
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2550295575/IwxOVnTBU?refer_flag=1001030103_,,,,,
提在花京院街上,"
                    其实根本没睡谢谢，那个号说气醒了只是因为不想让父母担心罢了 ​                ",  , , ,"
                        03月01日 06:56
                        ",花京院送的Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/5987869880/IwxHaDC6T?refer_flag=1001030103_,,,,,
豪雨惊风,"
                    2月29日，周日，阴天。驱车回村，村北路口仍用线杆堵住，遂弃车步行到家。陪父母包饺子闲话。二点钟回城。看电影菲尼克斯主演《别担心，我不会走远》等多部。写两千字。临赵孟纨扇赋一过，画画两幅。 ​​​                ",  , , ,"
                        03月01日 06:24
                        ",荣耀7C 人脸识别双摄,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/1348706757/Iwxu42eBX?refer_flag=1001030103_,,,,,
读书人司胜平,"
                    号外：夜里醒来两次，第三次入睡时见到了父母。二老应该是60多岁的样子，身体还硬朗，但我隐约担心他俩健康；还是住在乡下的老宅里，我们兄弟姐妹都回去了，家里已经不养猪了，天是晴的，田野的麦苗很绿，我们把房前屋后打扫得干干净净。时间到了，我整理好行装，又不想走了。然后，醒了…… ​                ",  , ,1,"
                        03月01日 06:04
                        ",HUAWEI P30,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2861442530/Iwxm281JF?refer_flag=1001030103_,,,,,
窝是个SB儿童欢乐多,"
                    娃的提问箱，更新34关于情绪心理问题，如果真的感觉到非常难过，一定要看一下医生啊！网络上的心理测评表其实结果不是很准，我也做过。如果开不了口跟父母沟通，就和自己的朋友聊一聊吧！我的朋友一直很担心我的情绪问题(。)因为一些事，每个人都像我的老妈妈一样恨不得一天24小时分时段看着我。提问箱O网页链接 收起全文d
                ",  , ,5,"
                        03月01日 04:49
                        ",张九龄专属彩虹屁制造机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2107241072/IwwRoFI7J?refer_flag=1001030103_,,,,,
黄四娘家小娇莺,"
                    给父母买了百万医疗险，至少未来的六年不用担心了。六年后，记得买防癌险和意外险就行了 ​                ",  , ,1,"
                        03月01日 03:22
                        ",HUAWEI Mate 20 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/3506919327/Iwwi57Fur?refer_flag=1001030103_,,,,,
木木是个小撒子,"
                    #四年后的2月29#现在可能稍稍有些晚了，不过也没关系希望四年后的自己可以拥有一份稳定的工作，有一份甜甜的爱情，不在让父母担心。不过最好先不要结婚，先过几年属于自己的生活。 2黄骅市 ​                ",  , ,1,"
                        03月01日 02:26
                        ",坚果手机 Pro 2,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/6543427877/IwvVnFzYC?refer_flag=1001030103_,,,,,
庭有枇杷树w,"
                    错峰发博。希望自己能狠下心来断舍离掉更多的深知此时不该去碰的东西吧四年后我只希望我不会还困守于这里我希望我的父母可以不再担心我安安心心的一直在马来西亚度假沐浴阳光我也定居海外不再为身处石头花园而苦恼人生中最想实现的目标了毕竟不想痛苦一辈子或是蒙上眼睛苟活着能实现的话怎样都好2020，拜托了🙏—————————封条————————— 收起全文d
                ",  , ,1,"
                        03月01日 01:36
                        ",iPhone,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2272557504/IwvB94OpO?refer_flag=1001030103_,,,,,
于小白_Sum,"
                    #外国人永久居留管理条例#至少这个条例被同意之前人们还是爱国的，还是愿意为祖国贡献自己的光和热的，医生护士们也都愿意为了拯救每一个中国人冲在最前线的，工人志愿者们也愿意为了每一个中国人的安全去建设祖国的。之后的日子我不知道会不会了，因为有的女孩会在成长时担心受怕，有女孩的父母会为孩子担心受怕，哪还有人愿意奉献自己的光和热呢？没有了，至少我是不会了 收起全文d
                ",2,25,151,"
                        03月01日 01:29
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2306168621/Iwvyc6nPA?refer_flag=1001030103_,,,,,
喋喋以喋的喋,"
                    嗓子（亦或是食管）不舒服已经有2个礼拜了，像吃了鸡蛋黄噎着又像吃过热的食物一样，依旧没和任何人提起，不能让父母担心，也找不到可以倾诉的人（是不是很失败，呵呵，应该是不会有人可以感同身受吧），前几天儿子发低烧，整夜整夜没眯眼，疲惫已经习惯，这相比起他一岁多那会儿几个月没怎么睡觉根本不算什么，你总会看见凌晨任何时间段的月亮。最累的不是身体疲惫、身体疼痛，而是你心累。这两天晚上因为我的疲惫睡着了，儿子被蚊子咬好几个包，等待我的是老公、家公家婆的好一顿指责，恨不得包直接咬我脸上，不理解、冷漠、甩锅、落井下石，在一个家庭中表现的如此淋漓尽致，对待一个陌生人都尚且不会这样吧，更何况是朝夕相处的人。实在是令人寒心。 收起全文d
                ",  , , ,"
                        03月01日 01:25
                        ",荣耀7X 全面屏手机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2009871873/Iwvwu28PJ?refer_flag=1001030103_,,,,,
MaLJ065,"
                    也不知道是那个时候突然长大，懂得父母的辛酸，好像也是高中那段时间吧，再也没有让他们担心过！ K걱정말아요 그대 (@网易云音乐) ​                ",  , , ,"
                        03月01日 01:13
                        ",网易云音乐,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=9,https://weibo.com/2091155855/IwvrFyW55?refer_flag=1001030103_,,,,,
