用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）
用户6128582130,"
                    她家里应该是在北京吧如果这个女的高中刚毕业就去。美国的话她有可能关注的只是中国的新闻。先你们想想我们本国的人，也不是把我们的雾霾吹上天去了?如果把这个女孩的话简短一点的说。就是说北京的空气不行。每天都要戴口罩让她很不舒服在美国不用戴口罩，自由舒服。差不多就是这意思而且别人也没用直接的语气去去说中国不好什么的而且中国本来就是在开发国家。空气本来就不好这是个事实  O网页链接 收起全文d
                ",  , , ,"
                        2017年05月22日 23:53
                        ",新浪新闻客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=24,https://weibo.com/6128582130/F4lnjl6Kc?refer_flag=1001030103_,,,,,
Way玩美,"
                    #被书呆子蠢哭的二三事#前几天北京来了个雾霾、臭氧混合套餐，早上醒来浑身不舒服，才发现先森开了一晚上的窗户赶紧打开检测仪雾霾甲醛报表新家具的甲醛，跟pm2.5、臭氧进行了充分的化合反应然后本小主儿的过敏性鼻炎、过敏性皮炎统统发作了先森竟然说，窗户不能阻挡pm2.5，室外300，室内250。跟这样的书呆子还能说啥 收起全文d
                ",5,5,1,"
                        2017年05月22日 19:41
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=24,https://weibo.com/1804296524/F4jITaYhO?refer_flag=1001030103_,,,,,
bsjdjduwh,"
                    2016年11月5日星期六天气雾霾  雾霾特别严重，早上上班吸了一路雾霾到单位都有点嗓子不舒服。看来我得买点3M的口罩了。  周六啊今天，不过对于我们今天是周五，不休息就算了，晚上还加班到九点半了。干的累死累活叫干活，干的有点累又不情愿的叫上班，干的比较累但是有前途的叫工作，干的非常累但是开心的，并且投身于此的叫事业。我现处于在干活阶段。还好有周日，庆幸吧。  晚上加完班我送曼曼回家，我们走回去的。细想了一下，好久都没有一块溜达散步了。一路下来也不算太冷，挺好的。 收起全文d
                ",  , , ,"
                        2017年05月21日 10:27
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=24,https://weibo.com/6050589137/F46FxigIp?refer_flag=1001030103_,,,,,
梅西c罗足球无间道,"
                    发表了博文《关注北京的气候》北京的气候真是太异常了，四五月份竟一滴雨未下，原因何为？是否与雾霾有关，昼夜温差大，生活在这样一个环境里，感觉空气里湿度太低了，一点都不舒服。O关注北京的气候 ​                ",  , , ,"
                        2017年05月21日 07:59
                        ",新浪博客,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=24,https://weibo.com/1250991751/F45Hs17nR?refer_flag=1001030103_,,,,,
Leila_sayya,"
                    #18考研er打卡日记# 217 days今天不舒服，效率也确实不高了。脑子里仿佛装的都是雾霾，一下午昏昏沉沉，数学题计算错误特别多，最后只好转战英语。哎疲倦。以后一周打一次卡吧。平时就发发考研日常好了 ​                ",  ,1,5,"
                        2017年05月21日 00:16
                        ",微博国际版,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=24,https://weibo.com/5611802350/F42FJtzvY?refer_flag=1001030103_,,,,,
至善至正Blood,"
                    能不能让我做一个自豪吸雾霾的中国人，不用看新闻我都知道一带一路结束，搞得忘了带口罩的我今天喉咙各种不舒服，pm2.5一下飙升，曲线体现了一把中国速度，我感觉很尴尬 ​                ",  ,3, ,"
                        2017年05月19日 08:58
                        ",iPhone 7,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=24,https://weibo.com/1816378777/F3NeD6fRs?refer_flag=1001030103_,,,,,
faker小迷妹吖,"
                    经历了披肩掉在酒店的餐厅花了大半个小时找回，接着车又在去阿布扎比的途中坏掉后返回机场去租车公司换车，折腾好半天终于在下午四点多到达清真寺，而后身体不舒服随便转了一圈便导航去酒店休息，又难在了地址找不到和GPS杠了大半天，顺利抵达酒店先来个葛优躺一天的雾霾都随风而散，任何经历都可能此生只此一次，倒霉也难得，烦躁也珍贵。 2阿联酋·Abu Dhabi mall 收起全文d
                ",  ,5,3,"
                        2017年05月19日 01:13
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=24,https://weibo.com/5830839272/F3KbUvghx?refer_flag=1001030103_,,,,,
用户5731540146,"
                    雾霾造成空气污染，对人体肺部极为不利，尤其是肺部本来就不舒服的人，比如， O网页链接 ​                ",  , , ,"
                        2017年05月17日 06:30
                        ",PINGAN平安好医生,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/5731540146/F3tpmAjer?refer_flag=1001030103_,,,,,
刘芳-ing,"
                    人啊总要有那么一段时间需静下心来耐心等待，尽管这一过程会令你很不舒服甚至开始质疑自己，但是你要相信你所经历的都是你必须经历的，因为雾霾终将会散去。 ​                ",  , , ,"
                        2017年05月16日 14:09
                        ",OPPO R9s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/1950007750/F3mZpxGsX?refer_flag=1001030103_,,,,,
再看就把你吃掉QAQ,"
                    这次无挑看的有点不舒服总是强调雾霾凭什么你们的雾霾就是我们这儿的你美国爸爸难道就没造成环境污染吗 ​                ",  , , ,"
                        2017年05月14日 20:05
                        ",魅族 PRO 5,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/3519866871/F36sLaIKg?refer_flag=1001030103_,,,,,
Shinhwa_吴平,"
                    北京各种风景图片乱入说好的雾霾呢！来了这么些天一口雾霾都没吸到我浑身不舒服！帝都反常的这么蓝的天太让我失望了 O网页链接 ​                ",  ,8,9,"
                        2017年05月14日 16:17
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/1496167527/F34YhpY6x?refer_flag=1001030103_,,,,,
中国聪明一休,"
                    阴天，也许是南下的雾霾？反正又闷又热的！让人觉得不舒服！第一次听到这位贾青唱的歌，词曲都不错，感觉就是这种天气里的一股清流！推荐一首歌曲，真的非常好听哦，分享给你们！一起来听听吧～如果牵手 K如果牵手 ​                ",  , ,6,"
                        2017年05月11日 11:16
                        ",华为音乐,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/1950200613/F2AIIrUrn?refer_flag=1001030103_,,,,,
无意寻找,"
                    北京的月季和蔷薇都开了，树和草都已墨绿，马上就到最燥热的时节了。回来这几天天气一直都很好，没沙尘没雾霾，就是尘土弄得鼻子一直不舒服。还是喜欢坐公交，戴上耳机，一路瞎想。回到最熟悉也最自在的生活环境，一切都慢下来了，觉得日子很长，可以好好珍惜已拥有的。 ​                ",  ,3,1,"
                        2017年05月10日 14:37
                        ",iPhone 7,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/1945921993/F2sBvc3zd?refer_flag=1001030103_,,,,,
Moss-7,"
                    同事在旁边感叹，今天深圳雾霾挺大啊。我故作惊讶，没有啊，你是不是最近比较累，眼睛不舒服。然后，他下午请假看医生去了…真是太信任我了… ​                ",  ,1,2,"
                        2017年05月10日 12:50
                        ",iPhone 7,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/1901454861/F2rU2mfJN?refer_flag=1001030103_,,,,,
带风的夏天c,"
                    雾霾天气我喉咙真不舒服！又很闷 ​                ",  , , ,"
                        2017年05月10日 11:58
                        ",iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/5131323568/F2rz327FV?refer_flag=1001030103_,,,,,
小一花TinyEva,"
                    滇橄榄终于有啦～新到100瓶滇橄榄，嗓子不舒服又不想吃药的抓紧～春天容易感冒加喉咙发炎，不得吃药的孕妇，雾霾地区的民众，烟嗓，讲话多的老师，要清肺的都适合吃～原价38/罐 100/三罐！活动还是买三罐送一罐 也就是100/4罐包邮！！！ 2昆明·嘉年华购物广场 ​                ",  , , ,"
                        2017年05月09日 18:22
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/2044441950/F2kEjrc6Q?refer_flag=1001030103_,,,,,
小辣厨房,"
                    128 早上好！葱油拌面+黄瓜+罗汉果水雾霾天总是会嗓子不舒服，所以我买了一箱罗汉果泡水喝，虽然有点怪，但好在是甜甜的#小辣厨房##早餐，一人食# ​                ",  , , ,"
                        2017年05月08日 10:10
                        ",iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/5958489514/F280aEmPx?refer_flag=1001030103_,,,,,
居士凡夫,"
                    在中国，心里鸡汤太多，思想者太多。但是中国文化精神界的雾霾天，还是让人感觉不舒服。无论是舆论界的大咖和企业家英雄，还是庙里和学堂里出来的大师，或是思想文化娱乐界的引领者。他们的精彩的句子太多太对，对世界用处不大。因为都是为了名利，心口不一，说的和做的不同。能做是贤，古人所言不虚。 2大连·福佳新城 收起全文d
                ",  , , ,"
                        2017年05月08日 05:07
                        ",华为手机,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/1252787992/F261aDb4z?refer_flag=1001030103_,,,,,
UE姑娘光芒万丈,"
                    在北京半天就开始各种不舒服，雾霾，沙尘，干燥，漫天的柳絮，灰沉沉的一片，真心佩服在北京生活的人们 ​​​ 2北京 ​                ",  , , ,"
                        2017年05月07日 23:03
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/1966232921/F23DtAQtI?refer_flag=1001030103_,,,,,
云边的那个小卖部,"
                    我试着是让雾霾给弄醒了。睡着觉打喷嚏打醒的。起来整个呼吸道都不舒服了。果断关窗开净化器！这天到底是应该开窗通风防甲醛，还是应该关窗拒雾霾！ 2日照·高科园 ​                ",  , , ,"
                        2017年05月07日 12:56
                        ",iPhone 5s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/2005052243/F1ZFfiIdk?refer_flag=1001030103_,,,,,
淡如水yolanda,"
                    雾霾天鼻子不舒服 ​                ",  , , ,"
                        2017年05月07日 12:47
                        ",iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=25,https://weibo.com/1827605137/F1ZBEcPwh?refer_flag=1001030103_,,,,,
精彩歌詞歌詞,"
                    5658555平时去凤华路吃小胖手擀面，穿越明光路时相当费劲，车流量很大，有时得等一两分钟。今儿限行，路上车辆一下子少了好多，少的有点难以置信。雾霾实在太严重了，平时嗓子几乎没有过不适感，今儿觉得有些不舒服，有异物感。限行对于防治雾霾简直是杯水车薪，还是限制上班比较靠谱。 |西安·明光... ​                ",  , , ,"
                        2017年05月06日 22:42
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/1764752180/F1U4G4bPz?refer_flag=1001030103_,,,,,
无良瘪包子,"
                    雾霾天，啥也干不了，咋整，嗓子也不舒服(通过 #唱吧#录制)。试听地址O网页链接 ​                ",  , , ,"
                        2017年05月06日 18:28
                        ",唱吧,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/274833055/F1SpfykPn?refer_flag=1001030103_,,,,,
笑靥如花0001,"
                    说到雾霾这大怪兽，我们没法一下子打倒它，但可以为家人的健康做很多。这些日子空气问题日渐严重，莫名其妙喉咙也不舒服。给家人准备【老冰糖炖柠檬】冰糖清热润肺、柠檬化痰止咳，二者合用能增大清热止咳的作用，老方子真的有效。拿一罐给姐姐上学带着，很方便，挖一勺温水冲了就能喝。 ​                ",  , , ,"
                        2017年05月06日 15:05
                        ",前置双摄vivo X9,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/5593376128/F1R4Wryb4?refer_flag=1001030103_,,,,,
傻瓜相机不太傻,"
                    南方总下雨，太潮湿……北方风很大，会雾霾……地球太危险了~在哪里都不舒服😔 ​                ",  ,3, ,"
                        2017年05月06日 09:26
                        ",告别不快vivo V3,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/5377240903/F1ORgyUZV?refer_flag=1001030103_,,,,,
UI__time,"
                    等风来🌬💨🌬，遇见雾霾蓝！但嗓子已不舒服 2北京·北京南站 ​                ",  , ,1,"
                        2017年05月05日 13:50
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/2502575757/F1Hac3gFB?refer_flag=1001030103_,,,,,
浩浩淼淼98,"
                    昨天从烟台回天津，喘了几天的痛快呼吸，到了无棣便看到漫漫黄沙，突然觉得嗓子发紧，胸口不舒服。不想回来了。雾霾走了，沙尘暴又来了。虽然胶东半岛空气一直挺好的，但此番老家的涉及污染的企业也都停工了，大家闲置在家，想着接下来该拿什么养家糊口，始终上有老人，下有上学的孩子，都需要钱。经济与环境两难的选择 收起全文d
                ",  , , ,"
                        2017年05月05日 10:45
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/1941386334/F1FWNDG0M?refer_flag=1001030103_,,,,,
亿佰欧广磊,"
                    北京的雾霾还在吹 ，机智的我早已备好防PM2.5空调滤芯 就等阁上突然间觉得鼻子喉咙不舒服想到我了 [呲牙][呲牙][呲牙] O网页链接 ​                ",  , ,1,"
                        2017年05月05日 09:22
                        ",陌陌,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/2967084861/F1FpucJgN?refer_flag=1001030103_,,,,,
蜗居七十年代,"
                    连续两天严重的沙尘和雾霾天气，闹的我嗓子也不舒服了。 ​                ",  , , ,"
                        2017年05月05日 08:28
                        ",三星android智能手机,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/2120656853/F1F3r0rkK?refer_flag=1001030103_,,,,,
蜗居七十年代,"
                    连续两天严重的沙尘和雾霾天气，闹的我嗓子也不舒服了。 ​                ",  , , ,"
                        2017年05月05日 08:26
                        ",三星android智能手机,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/2120656853/F1F2Cr8zV?refer_flag=1001030103_,,,,,
1993年的郑希研,"
                    好讨厌今天的天气，阴阴的雾霾天气让人感觉不舒服 2任丘市 ​                ",  , , ,"
                        2017年05月05日 06:58
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/5659225719/F1EsZjLVW?refer_flag=1001030103_,,,,,
吴京红,"
                    #记录2017#:124,今天这天儿可真是厉害,以为自己生活在敦煌了,到处都是黄沙,这种天儿我觉得还不如雾霾呢,感觉到处都是脏兮兮的,让人特别不舒服,还好晚上还没刮大风,让我平安回家了.出门看见那可怜的\无力的太阳,再也没有往日的耀武扬威了,太阳都这样了,人又能怎样呢?我彻底明白了什么叫""无力回天""了! ​                ",  , ,1,"
                        2017年05月05日 00:06
                        ",三星android智能手机,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/1242644851/F1BLtF37C?refer_flag=1001030103_,,,,,
美曼曼Man,"
                    原来雾霾那么严重 我都没感觉到嗓子有多不舒服～今天！！北京的套餐让我感觉嗓子都快讲不出话了 🙁 ​                ",  ,14,3,"
                        2017年05月04日 22:48
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/3902224173/F1BfMkCR5?refer_flag=1001030103_,,,,,
千江月Lexie,"
                    今天终于领教了北京的雾霾，空气中一股浓浓的土腥味，直呛人的嗓子眼。尽管阴天，也得把墨镜带上，不然眼睛会很不舒服。与北京相比，我们那的恶劣天气只能称为雾，而不能称之为霾。 ​                ",1,5,4,"
                        2017年05月04日 22:07
                        ",Android客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/5848521195/F1AZp1Neu?refer_flag=1001030103_,,,,,
想当锦鲤就好好学习天天向上,"
                    北京的雾霾简直有毒，回来快两个星期了嗓子都还在不舒服，不是干疼就是有痰感觉再也不想去北京了 ​                ",  , ,1,"
                        2017年05月04日 13:40
                        ",美少年的iPhone 5s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=26,https://weibo.com/1884862844/F1xFzAZkI?refer_flag=1001030103_,,,,,
Annnna4n,"
                    今天这天气真是神了。沙尘+雾霾两大巨头合作了，头一次感到嗓子那么不舒服。 ​                ",  ,1,1,"
                        2017年05月04日 13:01
                        ",微博国际版,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=27,https://weibo.com/3006158147/F1xpP46Hb?refer_flag=1001030103_,,,,,
小莫MSMS,"
                    今天雾霾严重心情不舒服，没有原因 ​                ",  , , ,"
                        2017年05月04日 11:52
                        ",前置双摄vivo X9,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=27,https://weibo.com/6190446461/F1wXLc5we?refer_flag=1001030103_,,,,,
老大老大我是老幺,"
                    雾霾真的很严重，我真的很不舒服 ​                ",  , , ,"
                        2017年05月04日 11:32
                        ",Android,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=27,https://weibo.com/2609352487/F1wPubbgd?refer_flag=1001030103_,,,,,
晶灵_笑妖,"
                    这种沙尘天比雾霾天还烦人，嗓子的不舒服反应明显，昨晚刚洗完头今天就给我来沙尘，为了今不再重新洗头发全副武装起来。 ​                ",  ,1, ,"
                        2017年05月04日 09:59
                        ",荣耀V8 脱影而出,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=27,https://weibo.com/2709218911/F1wdTiJTz?refer_flag=1001030103_,,,,,
王xiao丫丫丫丫丫,"
                    真是没有对比没有伤害，以前总是觉得别人说的太邪乎了。从三亚回来第一天雾霾阴沉沉的，今天有些沙尘天气，黄乎乎的，鼻子马上不舒服了 ​                ",  , , ,"
                        2017年05月04日 08:34
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=27,https://weibo.com/1244877167/F1vFdiFv0?refer_flag=1001030103_,,,,,
邱杨北京,"
                    经停泸州，下飞机一股浓重呛人的雾霾味儿迎面而来，湿热的感觉令人很不舒服。 2泸州·泸州蓝田机场 ​                ",  ,1, ,"
                        2017年05月02日 10:12
                        ",iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=27,https://weibo.com/3041507101/F1ds4wkrk?refer_flag=1001030103_,,,,,
一条胖头虹,"
                    在北京真是 每天鼻子都不舒服 没有雾霾有花粉 没有颗粒有大风 so sad ​                ",  , ,1,"
                        2017年05月01日 22:14
                        ",iPhone SE,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=27,https://weibo.com/2574567053/F18KJ8mXp?refer_flag=1001030103_,,,,,
