字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求（是=1，否=0）
百年臻爱倍至,https://tieba.baidu.com/p/6332953625,22,"
            11-19        ",,,,,,
刷脸支付一个新的创业机会,https://tieba.baidu.com/p/6347249320,9,"
            11-19        ",,,,,,
如果你想好了，我欢迎你,https://tieba.baidu.com/p/6347232753,0,"
            11-19        ",,,,,,
购买保险理赔注意事项,https://tieba.baidu.com/p/6347224651,0,"
            11-19        ",,,,,,
从怀孕22周开始保，为你的孩子避免一切天生病况,https://tieba.baidu.com/p/6337220405,7,"
            11-13        ",,,,,,
��🇳 发现买的保险没有实际作用？🇨🇳 已经没有钱在去交这个保,https://tieba.baidu.com/p/6347213062,0,"
            11-19        ",,,,,,
电销行业难做啊  一打电话就封号,https://tieba.baidu.com/p/6347185476,0,"
            11-19        ",,,,,,
电销机器人适合保险金融行业,https://tieba.baidu.com/p/6347179772,1,"
            11-19        ",,,,,,
一分钟教您如何买保险,https://tieba.baidu.com/p/6345587670,2,"
            11-19        ",,,,,,
济南地区给孩子买保险的专业人员哪里有？,https://tieba.baidu.com/p/6138313340,24,"
            11-19        ",,,,,,
保险 贷款等问题免费咨询，哈尔滨本地人士支持线下办理。,https://tieba.baidu.com/p/6322503660,0,"
            11-3        ",,,,,,
祥云视频,https://tieba.baidu.com/p/6347130630,0,"
            11-19        ",,,,,,
有什么合适的重大疾病推荐吗,https://tieba.baidu.com/p/6342481082,31,"
            11-19        ",,,,,,
53岁男想买养老的 国家社保的可以吗,https://tieba.baidu.com/p/6342624575,9,"
            11-19        ",,,,,,
各位，有没有办过交了十年，花费一万六七，结果最多只能报两万的,https://tieba.baidu.com/p/6342777246,5,"
            11-19        ",,,,,,
关注我，了解院线电影投资,https://tieba.baidu.com/p/6300748744,24,"
            11-19        ",,,,,,
通知：保单贷于12月8日将停止放款，其他产品也将会陆续停止🤚,https://tieba.baidu.com/p/6346135182,1,"
            11-19        ",,,,,,
【科普文】普通家庭配置保险那些事儿,https://tieba.baidu.com/p/6347063408,0,"
            11-19        ",,,,,,
中国联通全国招聘合伙人兼职 全职均可，工资日结，日薪200～,https://tieba.baidu.com/p/6347061337,0,"
            11-19        ",,,,,,
补碘过多也有危害,https://tieba.baidu.com/p/6347061686,0,"
            11-19        ",,,,,,
保险买时嫌多，赔时嫌少。雨露再盛 不润无根之草。保险虽好 不,https://tieba.baidu.com/p/6347056225,0,"
            11-19        ",,,,,,
去年给孩子买了一份保险，结果今年恶心坏了,https://tieba.baidu.com/p/6294965797,113,"
            11-19        ",,,,,,
支付宝上买保险～微信上买保险～抖音上买保险～请看划线！！！👇,https://tieba.baidu.com/p/6203299895,25,"
            11-19        ",,,,,,
欢迎山东的吧友沟通和交流,https://tieba.baidu.com/p/6305079290,3,"
            11-19        ",,,,,,
想卖保险，大家觉得哪个公司的保险好卖呢？,https://tieba.baidu.com/p/6310694969,30,"
            11-8        ",,,,,,
交5万退5万，最高可拿500万，八大自然灾害都在保障范围之内,https://tieba.baidu.com/p/6346844733,0,"
            11-19        ",,,,,,
有考虑给家人配置健康保险，或者配置教育金理财增值的欢迎➕18,https://tieba.baidu.com/p/6346824269,0,"
            11-18        ",,,,,,
阳光保险集团2005年成立，中国保险集团之一，他是世界500,https://tieba.baidu.com/p/6314358238,1,"
            11-18        ",,,,,,
有需要做保险增员的可以联系我！,https://tieba.baidu.com/p/6346396093,3,"
            11-18        ",,,,,,
有保险配置需求的欢迎咨询18520690691保险经纪人，有,https://tieba.baidu.com/p/6346735545,0,"
            11-18        ",,,,,,
男，中年，高血压病史，血压控制良好，甲亢病史已进行碘治疗，目,https://tieba.baidu.com/p/6240028039,16,"
            11-18        ",,,,,,
刚给小孩买的保单还在犹豫期，求给个中恳建议！,https://tieba.baidu.com/p/6322221587,198,"
            11-18        ",,,,,,
中国太平  畅享太平 两全险 能买吗  本人今年25,https://tieba.baidu.com/p/6339676222,20,"
            11-15        ",,,,,,
慧馨安和大黄蜂2号，哪个更值得买？希望吧里懂得大神给推荐一下,https://tieba.baidu.com/p/6043176254,22,"
            11-18        ",,,,,,
今年的车险为何这么贵  不知道怎么买,https://tieba.baidu.com/p/6345865577,7,"
            11-18        ",,,,,,
一家三口的保险买下来，一年一万四，，哪怕交20年，也得块30,https://tieba.baidu.com/p/6055628295,365,"
            11-18        ",,,,,,
咨询下乳腺癌防复发保险,https://tieba.baidu.com/p/6346214297,8,"
            11-18        ",,,,,,
请问乳腺结节3级符合条件人保健康福一定会理赔？,https://tieba.baidu.com/p/6346226659,4,"
            11-18        ",,,,,,
买了平安的一生保，又在支付宝买了好医保。住院了两个都能报销吗,https://tieba.baidu.com/p/6163021422,43,"
            11-18        ",,,,,,
〈百姓不知道的保险第三方咨询平台〉为了各位客户的权益，冒死发,https://tieba.baidu.com/p/6341142447,8,"
            11-18        ",,,,,,
想给孩子买个保险买哪个包邮好啊,https://tieba.baidu.com/p/6341589749,35,"
            11-18        ",,,,,,
谁知道哪家保险公司还有几十块钱的给付型癌症恶性肿瘤保险？,https://tieba.baidu.com/p/6345850077,4,"
            11-18        ",,,,,,
我想给我女儿买保险，请问这个保险搭配怎么样呢？,https://tieba.baidu.com/p/6276374403,164,"
            11-18        ",,,,,,
来一家保险代理或保险经纪公司！,https://tieba.baidu.com/p/6345441222,23,"
            11-18        ",,,,,,
咨询一下，大佬些，买了华夏医保通，医院没有药，从认识防疫站的,https://tieba.baidu.com/p/6301906875,4,"
            11-18        ",,,,,,
有人想了解一下保险、财的或者是重疾险的嘛？,https://tieba.baidu.com/p/6346604503,0,"
            11-18        ",,,,,,
深蓝保：太平医保无忧旗舰版医疗险保障怎么样？,https://tieba.baidu.com/p/6346549760,2,"
            11-18        ",,,,,,
求职可以看过来,https://tieba.baidu.com/p/6346432990,0,"
            11-18        ",,,,,,
保险靠谱么？复星的行么？别人推荐我小孩买复星妈咪联合宝贝，大,https://tieba.baidu.com/p/6194536815,119,"
            11-18        ",,,,,,
80后的你，这些保险你买齐了吗？,https://tieba.baidu.com/p/6346427536,0,"
            11-18        ",,,,,,
有没有复星联合健康的大神，想咨询妈咪宝贝,https://tieba.baidu.com/p/6327196520,28,"
            11-18        ",,,,,,
25岁想了解一下养老金，最好终身领取的,https://tieba.baidu.com/p/6310196694,132,"
            11-18        ",,,,,,
本人想给自己买份招商仁和保险，但不知购买什么产品是好？有没大,https://tieba.baidu.com/p/6111782019,21,"
            11-18        ",,,,,,
重疾险多倍赔付是什么意思 多次赔付重疾险好,https://tieba.baidu.com/p/6337164221,10,"
            11-18        ",,,,,,
新生力量 ——鲸纬科技,https://tieba.baidu.com/p/6346275977,0,"
            11-18        ",,,,,,
【科普文】普通人也应该知道的保险知识,https://tieba.baidu.com/p/6346261631,0,"
            11-18        ",,,,,,
【如何看懂保险条款】写给真正想买保险的人,https://tieba.baidu.com/p/6346158196,0,"
            11-18        ",,,,,,
给孩子买保险的三大误区：1、先给孩子买，大人却裸奔 很多,https://tieba.baidu.com/p/6346225689,0,"
            11-18        ",,,,,,
网上买保险安不安全？？,https://tieba.baidu.com/p/6314122910,29,"
            11-18        ",,,,,,
物流雇主责任险，有2种热门方案，可合作佣金高，留言私聊,https://tieba.baidu.com/p/6346141710,1,"
            11-18        ",,,,,,
电销行业不好做  业务开展不起来,https://tieba.baidu.com/p/6346118386,0,"
            11-18        ",,,,,,
为刚出生的孩子挑选定期重疾险花小钱，管大事❗️,https://tieba.baidu.com/p/6346121328,0,"
            11-18        ",,,,,,
中国人民保险公司成都分公司【工作地点】成都成华区华联东华广场,https://tieba.baidu.com/p/6346094534,0,"
            11-18        ",,,,,,
想投个重疾险，发现支付宝有个“好医保”，目前看到两家的投保入,https://tieba.baidu.com/p/6252973786,31,"
            11-18        ",,,,,,
中国人民保险公司【工作岗位】业务员【工作内容】销售产品，面谈,https://tieba.baidu.com/p/6346083341,0,"
            11-18        ",,,,,,
有保单需要资金的可以添加我微信670358909,https://tieba.baidu.com/p/6346035239,0,"
            11-18        ",,,,,,
如何维护自己的权益合理合规退保,https://tieba.baidu.com/p/6346004504,0,"
            11-18        ",,,,,,
车辆自燃险，不可忽视,https://tieba.baidu.com/p/6345981678,0,"
            11-18        ",,,,,,
群里有卖保险的吗，我想咨询一下平安福,https://tieba.baidu.com/p/6303924951,22,"
            11-18        ",,,,,,
短信推广  什么都可以来,https://tieba.baidu.com/p/6345950855,0,"
            11-18        ",,,,,,
都说保险公司不骗人，骗人的都是业务员，真的吗,https://tieba.baidu.com/p/6345968932,0,"
            11-18        ",,,,,,
中国保险报-保险大数据营销培训,https://tieba.baidu.com/p/6345967643,0,"
            11-18        ",,,,,,
收粤牌车险，双十一活动政策极好,https://tieba.baidu.com/p/6330454018,3,"
            11-18        ",,,,,,
30岁，想给自己买份保险，健康和意外俩种5000内的有什么好,https://tieba.baidu.com/p/6064324574,49,"
            11-18        ",,,,,,
想了解一下保险，有意向给自己和家人买有懂的么？主要想买那种自,https://tieba.baidu.com/p/5979969396,86,"
            11-18        ",,,,,,
有平安的销售人员吗？？,https://tieba.baidu.com/p/6345521061,4,"
            11-18        ",,,,,,
想购买一款合适的意外险，欢迎联系我,https://tieba.baidu.com/p/6344559524,4,"
            11-18        ",,,,,,
本人从事化工行业，应该算5类职业，想买大病险种，这个会有影响,https://tieba.baidu.com/p/5486787679,14,"
            11-18        ",,,,,,
给新生儿办理保险，应该怎么办理才好呢,https://tieba.baidu.com/p/6339401066,22,"
            11-18        ",,,,,,
永康保温杯，厂家直供，价格优惠，支持定制logo，15159291663微,https://tieba.baidu.com/p/6345841267,0,"
            11-18        ",,,,,,
请问在西昌厂里交的五险保险，可以转回攀枝花继续交吗？急！,https://tieba.baidu.com/p/6345820430,2,"
            11-18        ",,,,,,
笑到最后，商业无忧,https://tieba.baidu.com/p/6345766323,0,"
            11-18        ",,,,,,
想去卖保险，各位经验老到的大佬啊有什么建议吗？,https://tieba.baidu.com/p/6323885594,36,"
            11-18        ",,,,,,
国元保险就是垃圾！就是坑人的！,https://tieba.baidu.com/p/5252582315,48,"
            11-18        ",,,,,,
自己做了一个微信公众号，很多保险的资料和知识，持续更新中！,https://tieba.baidu.com/p/6345714312,0,"
            11-18        ",,,,,,
11月活动倒计时14天！铺发新用户！链接办理返现370！再加,https://tieba.baidu.com/p/6342947602,1,"
            11-18        ",,,,,,
泰康百分百和金诺优享哪个更好一些，性价比更高,https://tieba.baidu.com/p/6119207110,14,"
            11-18        ",,,,,,
新生儿怎么买保险？,https://tieba.baidu.com/p/6345676436,0,"
            11-18        ",,,,,,
全，额，退，保险，看这里,https://tieba.baidu.com/p/6345648113,0,"
            11-18        ",,,,,,
有合肥的嘛？,https://tieba.baidu.com/p/6345668987,1,"
            11-18        ",,,,,,
厉害了中华保险！,https://tieba.baidu.com/p/6330277834,43,"
            11-18        ",,,,,,
求大佬 最近58给我打电话 平安人寿的 说做后勤岗位 主要服,https://tieba.baidu.com/p/6345308205,4,"
            11-18        ",,,,,,
总觉得这样对比条款，比单纯的谈种类有用多了……如果有喜欢这样,https://tieba.baidu.com/p/6345528145,0,"
            11-18        ",,,,,,
我的小孩出生50天了，昨天去医院检查做了一个数字拍片，报告显,https://tieba.baidu.com/p/6332687363,31,"
            11-18        ",,,,,,
蓝色电话卡就是不一样,https://tieba.baidu.com/p/6345532107,0,"
            11-18        ",,,,,,
15岁👑生日快乐既往不恋纵情向前,https://tieba.baidu.com/p/6345507808,0,"
            11-18        ",,,,,,
各位保险大神帮忙看下这款保险怎么样 性价比好吗,https://tieba.baidu.com/p/6344586140,8,"
            11-18        ",,,,,,
专业软件做数具清洗 过滤空号 手机是否开通vx 私我免费赠送,https://tieba.baidu.com/p/6345473855,0,"
            11-18        ",,,,,,
保险礼品,https://tieba.baidu.com/p/6345456416,0,"
            11-18        ",,,,,,
男童28天买的中国人寿保险PICC一年保费5300交20年，,https://tieba.baidu.com/p/6327015180,57,"
            11-18        ",,,,,,
保险行业一个月怎么去多增员 3－5个人，怎么去面试更多的人才,https://tieba.baidu.com/p/6261876406,1,"
            11-18        ",,,,,,
金九银十怎么去做好增员，这个是保险业的难题,https://tieba.baidu.com/p/6225614642,6,"
            11-18        ",,,,,,
睡不着，又刷了一堆保险知识。我属于特别不擅长与人分享的那种人,https://tieba.baidu.com/p/6326381207,7,"
            11-18        ",,,,,,
#明亚保险经纪#前些天还有一位准增员问明亚有没有退休制度，把,https://tieba.baidu.com/p/6319559809,1,"
            11-18        ",,,,,,
虽长不满七尺，而心雄万丈。专员寿险服务，早安！#保险,https://tieba.baidu.com/p/6345404093,0,"
            11-18        ",,,,,,
【买客源的目的是什么⁉】 就是让更多的人知道你家在做什么，,https://tieba.baidu.com/p/6345401098,1,"
            11-18        ",,,,,,
买保险“受益人”选不好，会给你带来很大麻烦,https://tieba.baidu.com/p/6336188764,10,"
            11-18        ",,,,,,
被理财小妹说晕了，大家帮我看看金雪球是这么回事么,https://tieba.baidu.com/p/5476515857,32,"
            11-18        ",,,,,,
无知的人可真多，太可笑了,https://tieba.baidu.com/p/6344959481,5,"
            11-18        ",,,,,,
华夏保险极致金账户，想了解的私聊加好友！,https://tieba.baidu.com/p/6345383902,0,"
            11-18        ",,,,,,
被除外了，这份保险还要买吗？现在非标体的人是越来越多，经过多,https://tieba.baidu.com/p/6345377534,1,"
            11-18        ",,,,,,
20块钱提成赚不赚这是福利，仅限于保险从业人员,https://tieba.baidu.com/p/6345032412,3,"
            11-17        ",,,,,,
大家帮我看一下，这款新华多倍保保险。去年交了一年，今年真不想,https://tieba.baidu.com/p/6244156039,78,"
            11-17        ",,,,,,
我发表了一篇图片贴，大伙来看看吧~,https://tieba.baidu.com/p/6345098266,0,"
            11-17        ",,,,,,
纯一手，提供运营商客户精准客源支持：金融，汽车，房产，教育，,https://tieba.baidu.com/p/6345054967,0,"
            11-17        ",,,,,,
【买客源的目的是什么⁉】 就是让更多的人知道你家在做什么，,https://tieba.baidu.com/p/6344847848,0,"
            11-17        ",,,,,,
众安医疗保险和好医保长期医疗保险那个好！,https://tieba.baidu.com/p/6213247347,21,"
            11-17        ",,,,,,
想买一款终身重疾险，求推荐比支付宝国华人寿健康福性价比更高的,https://tieba.baidu.com/p/6294760545,32,"
            11-17        ",,,,,,
经侦有执法权，都没有让我们全部去上海登记，而是联系地方公安来,https://tieba.baidu.com/p/6344677338,1,"
            11-17        ",,,,,,
最近的感悟,https://tieba.baidu.com/p/6344597336,0,"
            11-17        ",,,,,,
福临门（智慧版）年金保险；一站式满足子女教育、养老、医疗需求,https://tieba.baidu.com/p/6338213807,5,"
            11-17        ",,,,,,
朋友们，保险公司新晋升的主管，几个月自己没单子怎么办呀,https://tieba.baidu.com/p/6344466543,9,"
            11-17        ",,,,,,
招聘保险经纪人,https://tieba.baidu.com/p/6326797816,3,"
            11-17        ",,,,,,
☀【买客源的目的是什么⁉】 就是让更多的人知道你家在做什么，,https://tieba.baidu.com/p/6344520399,0,"
            11-17        ",,,,,,
中华财险竟然是我国最大老赖,https://tieba.baidu.com/p/6344514720,0,"
            11-17        ",,,,,,
纯一手，提供运营商客户精准客源支持：金融，汽车，房产，教育，,https://tieba.baidu.com/p/6344473811,0,"
            11-17        ",,,,,,
中华财险不要脸 千万不要买他的保险产品经侦有执法权，都没有让,https://tieba.baidu.com/p/6344455845,0,"
            11-17        ",,,,,,
有过妊娠糖尿病，还能买保险吗？如果产后血糖恢复正常，能通过智,https://tieba.baidu.com/p/6344402177,0,"
            11-17        ",,,,,,
平安财产险想知道什么都可以找我沟通问问题。求职，待遇，业务，,https://tieba.baidu.com/p/6176721953,20,"
            11-17        ",,,,,,
#明亚保险经纪# #我要上头条# #股票#你做了快一年保险经,https://tieba.baidu.com/p/6344225278,0,"
            11-17        ",,,,,,
寿险行业可以做一辈子吗,https://tieba.baidu.com/p/6343697809,7,"
            11-17        ",,,,,,
需要了解保险的进群免费咨询,https://tieba.baidu.com/p/6315419599,1,"
            11-17        ",,,,,,
小孩子12岁了，前段时间得了肺炎，现在好了刚出院，想问下能购,https://tieba.baidu.com/p/6090003974,35,"
            11-17        ",,,,,,
一个叫大都会人寿推销员一直打电话，今天就和他聊了几句，聊到我,https://tieba.baidu.com/p/6343559611,9,"
            11-17        ",,,,,,
☀【买客源的目的是什么⁉】 就是让更多的人知道你家在做什么,https://tieba.baidu.com/p/6344053314,0,"
            11-17        ",,,,,,
泰康拒赔，谁可以给我科普下、哪里出了问题、为什么拒赔。,https://tieba.baidu.com/p/6334985282,13,"
            11-17        ",,,,,,
香港重疾险和国内重疾险区别,https://tieba.baidu.com/p/6326810042,5,"
            11-17        ",,,,,,
一个时代即将结束，再也不会有这样的好产品了当前最好的终身年金,https://tieba.baidu.com/p/6343949769,0,"
            11-17        ",,,,,,
纯一手，提供运营商客户精准客源支持：金融，汽车，房产，教育，,https://tieba.baidu.com/p/6343918702,0,"
            11-17        ",,,,,,
就知道好多保险公司都在和平安比较,https://tieba.baidu.com/p/6172280514,87,"
            6-30        ",,,,,,
信用卡还不上怎么办,https://tieba.baidu.com/p/6315565570,0,"
            10-29        ",,,,,,
各位专家，咨询个问题，两年前，17年10月份得过浅表性胃炎，,https://tieba.baidu.com/p/6342684995,23,"
            11-17        ",,,,,,
纯一手，提供运营商客户精准客源支持：金融，汽车，房产，教育，,https://tieba.baidu.com/p/6343834996,0,"
            11-17        ",,,,,,
大家有没有买了平安福想退的？特别是交了一年钱的,https://tieba.baidu.com/p/5960105346,90,"
            11-17        ",,,,,,
保温杯厂家直供，价格优惠，支持定制，15159291663微,https://tieba.baidu.com/p/6343709426,0,"
            11-16        ",,,,,,
一份保险或许它不能改变风险的发生 ， 但它一定能够在风险发生,https://tieba.baidu.com/p/6343734565,0,"
            11-16        ",,,,,,
保险想退款自己只能退百分之十怎么办,https://tieba.baidu.com/p/6343703760,0,"
            11-16        ",,,,,,
少儿保险怎么买最好？投保顺序、选购策略与购买清单,https://tieba.baidu.com/p/5922772962,89,"
            11-16        ",,,,,,
我买的这款保险还不错，给家人一份安心，给自己存一笔养老险。推,https://tieba.baidu.com/p/6340394706,11,"
            11-16        ",,,,,,
三份合同在12378投诉天安三次，人家居然还不理我，什么情况,https://tieba.baidu.com/p/6070510479,67,"
            11-16        ",,,,,,
保险那些你不知道的秘密,https://tieba.baidu.com/p/6325702733,4,"
            11-16        ",,,,,,
苏宁金融，保险理赔减少损失,https://tieba.baidu.com/p/6279021417,3,"
            11-16        ",,,,,,
给家人买意外险怎么选？两招教会你！ 成年人：承担家庭经济责任,https://tieba.baidu.com/p/6343341941,0,"
            11-16        ",,,,,,
你能接受咨询收费吗？,https://tieba.baidu.com/p/6142809143,3,"
            11-16        ",,,,,,
诚招车险业务员、客服专员要求:依托公司资源与客户联系，达成预,https://tieba.baidu.com/p/6343242494,0,"
            11-16        ",,,,,,
有没有京东安联保险的保险顾问？,https://tieba.baidu.com/p/6238611976,11,"
            11-16        ",,,,,,
交流群,https://tieba.baidu.com/p/6337758315,1,"
            11-16        ",,,,,,
有了这个，保险成交不用愁，定位加大亨#引流和推广#,https://tieba.baidu.com/p/6343108774,1,"
            11-16        ",,,,,,
中国平安保险（集团）股份有限公司（以下简称“中国平安” ，“,https://tieba.baidu.com/p/5595581846,3,"
            3-14        ",,,,,,
电动车保险都保什么？有必要买吗？,https://tieba.baidu.com/p/6342070550,0,"
            11-15        ",,,,,,
好渠道，缴了四年的保险居然100%的全额退了,https://tieba.baidu.com/p/6336086366,4,"
            11-16        ",,,,,,
我是工银安盛的理财经理，我们是工商银行百分之60持股的公司，,https://tieba.baidu.com/p/6342923572,0,"
            11-16        ",,,,,,
丁克家庭养老是问题，买什么最合适？,https://tieba.baidu.com/p/6342487734,8,"
            11-16        ",,,,,,
纯一手，提供运营商客户精准客源支持：金融，汽车，房产，教育，,https://tieba.baidu.com/p/6342800602,0,"
            11-16        ",,,,,,
��🎉🎉【客户福利】   编辑发送：税后工资数、企业开票纳税数,https://tieba.baidu.com/p/6342726174,0,"
            11-16        ",,,,,,
免费送+扫码买完➕vx （MiMiMaoXiaoMi）返现,https://tieba.baidu.com/p/6342653693,1,"
            11-16        ",,,,,,
如果您刚出生的小孩没有住院史，请抓紧为小孩上保险！如果一旦有,https://tieba.baidu.com/p/6342635642,0,"
            11-16        ",,,,,,
各位吧友这个保险靠靠谱吗？,https://tieba.baidu.com/p/6337708653,11,"
            11-16        ",,,,,,
天天向上,https://tieba.baidu.com/p/5740097873,1,"
            6-10        ",,,,,,
短信推广请选我！！专业开发客户渠道，在线等客户......,https://tieba.baidu.com/p/6334999562,2,"
            11-13        ",,,,,,
投保前，所有病都要告诉保险公司吗？,https://tieba.baidu.com/p/6342578096,1,"
            11-16        ",,,,,,
保险网络大学考试有需要的吗？,https://tieba.baidu.com/p/5843001154,16,"
            11-16        ",,,,,,
不一定要贵但是一定要全,https://tieba.baidu.com/p/6342538391,0,"
            11-16        ",,,,,,
#我要上头条# #明亚保险经纪# #股票#第72篇原创公众号,https://tieba.baidu.com/p/6342501312,0,"
            11-16        ",,,,,,
全国一网打尽，弟区无为商刻圆天天给你佳，土豪都有,https://tieba.baidu.com/p/6342477779,6,"
            11-16        ",,,,,,
一岁以内的宝宝，没有办理医保卡，住院可以报销吗？,https://tieba.baidu.com/p/6341486947,6,"
            11-16        ",,,,,,
第一次买重疾，看了好久了，一直在犹豫是前行无忧50w保额➕癌,https://tieba.baidu.com/p/6286859985,74,"
            11-16        ",,,,,,
给新生儿办理保险，应该怎么办理才好呢,https://tieba.baidu.com/p/6339401801,13,"
            11-16        ",,,,,,
"长风 浪会有时,直挂云帆济沧海！专业寿险服务，早安！",https://tieba.baidu.com/p/6342437514,0,"
            11-16        ",,,,,,
#明亚保险经纪# #我要上头条# 明亚保险经纪合作超100多,https://tieba.baidu.com/p/6342437869,0,"
            11-16        ",,,,,,
专门体检的医院可以要求他们把之前体检记录上的部分内容删掉么？,https://tieba.baidu.com/p/6340155696,2,"
            11-16        ",,,,,,
我发表了一篇图片贴，大伙来看看吧~,https://tieba.baidu.com/p/6342402592,0,"
            11-16        ",,,,,,
来个专业人士帮我看看，稀里糊涂的买了份保险 感觉不是很满意,https://tieba.baidu.com/p/6330500110,30,"
            11-16        ",,,,,,
想给老公买个保险 他职业的关系 不知道可以买哪一种,https://tieba.baidu.com/p/6342107069,4,"
            11-16        ",,,,,,
我买新华保险的健康无忧c两年了，听别人说保险挺坑的，我想退保,https://tieba.baidu.com/p/6338716731,10,"
            11-16        ",,,,,,
年金“王炸”产品——信泰如意享养老年金保险,https://tieba.baidu.com/p/6303218326,43,"
            11-16        ",,,,,,
��如果我们不去告诉客户市场上有保底3%的产品，他们就会去购买,https://tieba.baidu.com/p/6339353632,3,"
            11-15        ",,,,,,
健康险管理办法发布了,https://tieba.baidu.com/p/6336663590,13,"
            11-15        ",,,,,,
为什么买保险不说，后面出问题不认。,https://tieba.baidu.com/p/6321487306,55,"
            11-15        ",,,,,,
咨询一下各位保险达人关于既往病和健康告知的问题好医保的健康告,https://tieba.baidu.com/p/6338323983,56,"
            11-15        ",,,,,,
朋友圈推广，指定内容发朋友圈即可，每发一条两元，浏览器打开h,https://tieba.baidu.com/p/6341951542,0,"
            11-15        ",,,,,,
四川各种团体工作服！男女装西服定制！,https://tieba.baidu.com/p/6341944614,0,"
            11-15        ",,,,,,
想咨询下孩子6岁，买保险是人寿康宁2019好还是国寿福臻享版,https://tieba.baidu.com/p/6233329827,72,"
            11-15        ",,,,,,
大家一起交流学习的保险知识平台，欢迎关注！,https://tieba.baidu.com/p/6341904556,0,"
            11-15        ",,,,,,
求对比“华夏常青树”“平安福”“中宏长保安康”,https://tieba.baidu.com/p/4573323527,10,"
            11-15        ",,,,,,
感谢国华人寿，前年在支付宝给父亲买的20，30年重疾险，缴费,https://tieba.baidu.com/p/6113630083,7,"
            11-15        ",,,,,,
新开通保险知识公众平台，欢迎关注！,https://tieba.baidu.com/p/6341898638,0,"
            11-15        ",,,,,,
二三十岁的年轻人适合买什么样的保险产品呢,https://tieba.baidu.com/p/6336105555,20,"
            11-15        ",,,,,,
有人对车险互助感兴趣吗？,https://tieba.baidu.com/p/6341859545,0,"
            11-15        ",,,,,,
去年和老公一起买的华夏常青树，为着百万医疗买的，必须捆绑重疾,https://tieba.baidu.com/p/6308532839,42,"
            11-15        ",,,,,,
磐石保：《康惠保2020》《超惠保(大家版)》《倍吉星》《常,https://tieba.baidu.com/p/6341179017,0,"
            11-15        ",,,,,,
客户 角度 来看商业保险的重要性❗️在我们没有遇到，没有做过,https://tieba.baidu.com/p/6341833997,0,"
            11-15        ",,,,,,
家里人去年买啦一份国寿康宁终身重大疾病保险，交十年每年保费是,https://tieba.baidu.com/p/6058965054,20,"
            11-15        ",,,,,,
有没有人买渤海教育金，不是北京市的能不能买呀,https://tieba.baidu.com/p/6340850262,33,"
            11-15        ",,,,,,
"开心保:康惠保2020全面测评,为生命保驾护航",https://tieba.baidu.com/p/6341755662,0,"
            11-15        ",,,,,,
好消息！关于培训师和培训管理者的免费公益课即将来临,https://tieba.baidu.com/p/6341695329,0,"
            11-15        ",,,,,,
纯一手，提供客户精准客源支持：金融，汽车，房产，教育，贷款，,https://tieba.baidu.com/p/6341213584,3,"
            11-15        ",,,,,,
投诉新华保险好多次，因为销售误导和代客户签名。新华保险公司要,https://tieba.baidu.com/p/6341551042,3,"
            11-15        ",,,,,,
【融享传媒】网红经纪平台VIP代理             福利政策,https://tieba.baidu.com/p/6336552216,0,"
            11-12        ",,,,,,
好医保长期医疗免责条款有一项看不懂，请指教,https://tieba.baidu.com/p/6131074563,17,"
            11-15        ",,,,,,
说了那么多，我就想完成我一个任务。不搞那么多花里胡哨，我现在,https://tieba.baidu.com/p/6341439428,12,"
            11-15        ",,,,,,
分享下同事近期理赔实操,https://tieba.baidu.com/p/6322009332,2,"
            11-15        ",,,,,,
重疾险里保的疾病越多越好吗？,https://tieba.baidu.com/p/6341560917,0,"
            11-15        ",,,,,,
有广州的伙伴吗,https://tieba.baidu.com/p/6056362822,5,"
            11-15        ",,,,,,
想，全，额，退，保看这里,https://tieba.baidu.com/p/6341478827,0,"
            11-15        ",,,,,,
全国各行业精准目标客户数据,https://tieba.baidu.com/p/6341456592,0,"
            11-15        ",,,,,,
有退保部上班的可以联系我,https://tieba.baidu.com/p/6341464359,0,"
            11-15        ",,,,,,
年底泰康答谢客户福利大放送[爱心][爱心]平均一,https://tieba.baidu.com/p/6341436557,1,"
            11-15        ",,,,,,
真搞不懂保险吧存在的意义在哪里……各位前辈是很优秀的，但是天,https://tieba.baidu.com/p/6205028278,109,"
            12-26        ",,,,,,
女30岁，买的太平人寿全佑终身寿险分红型2400每年，交20,https://tieba.baidu.com/p/6324993303,76,"
            11-15        ",,,,,,
为什么给婴儿买成人重疾险，会比单独买少儿重疾险便宜很多？？,https://tieba.baidu.com/p/6340325153,23,"
            11-15        ",,,,,,
如何为家庭配置合适的保险呢？这得从风险讲起,https://tieba.baidu.com/p/6341406685,0,"
            11-15        ",,,,,,
少儿保险如何配置呢？（建议收藏）,https://tieba.baidu.com/p/6341387332,0,"
            11-15        ",,,,,,
和泰人寿超级玛丽重疾险2020，为啥这么多公众号在讨论？,https://tieba.baidu.com/p/6317234128,30,"
            11-15        ",,,,,,
17年买了一份光大的保险，当时说的10年120%的收益，20,https://tieba.baidu.com/p/6340536318,5,"
            11-15        ",,,,,,
萌新发问，这个保险咋样啊别人推荐给我妈的，求大神指点QwQ,https://tieba.baidu.com/p/6322505712,66,"
            11-15        ",,,,,,
